longitud;latitud;altura;calle;tipo;superficie;fecha;tamaño
-58.459054885686612;-34.633101478447927;2302;"DIRECTORIO, AV.";Hormigón;17.19;13-06-2007;Vado Doble
-58.458888185543756;-34.633059076528575;2298;"DIRECTORIO, AV.";Hormigón;16.26;13-06-2007;Vado Doble
-58.458984368752638;-34.632857694581041;2299;"DIRECTORIO, AV.";Hormigón;18.80;13-06-2007;Vado Doble
-58.453564203267938;-34.638546792142293;999;CAMACUA;Hormigón;3.20;11-07-2007;Vado Simple
-58.498267355787831;-34.632198958348347;601;CALDERON DE LA BARCA PEDRO;Hormigón;20.38;11-07-2007;Vado Doble
-58.485271495374029;-34.642762648226793;502;OLIVERA;Hormigón;16.34;11-07-2007;Vado Doble
-58.45541414368045;-34.636486135805249;2298;PRIMERA JUNTA;Hormigón;3.54;11-07-2007;Vado Simple
-58.455449641762115;-34.63653853781495;802;BONORINO ESTEBAN CNEL;Hormigón;3.69;11-07-2007;Vado Simple
-58.455639838866475;-34.636488245074766;799;BONORINO ESTEBAN CNEL;Hormigón;15.39;11-07-2007;Vado Doble
-58.455560115723223;-34.636602897165886;2302;PRIMERA JUNTA;Hormigón;18.21;11-07-2007;Vado Doble
-58.465153991660102;-34.639783818728475;755;SAN PEDRITO;Hormigón;16.41;11-07-2007;Vado Doble
-58.453428494398089;-34.638487249724015;2299;PERON EVA;Hormigón;3.07;11-07-2007;Vado Simple
-58.481319526390237;-34.631140653127623;201;BAHIA BLANCA;Hormigón;14.76;11-07-2007;Vado Doble
-58.481465734014407;-34.631174832488917;202;BAHIA BLANCA;Hormigón;14.22;11-07-2007;Vado Doble
-58.488875302455703;-34.638412020222738;4402;RAFAELA;Hormigón;16.82;11-07-2007;Vado Doble
-58.489742962914569;-34.634286881230636;4499;FLORES VENANCIO GRAL;Hormigón;15.41;11-07-2007;Vado Doble
-58.497157378007927;-34.63361328210204;399;CALDERON DE LA BARCA PEDRO;Hormigón;16.51;11-07-2007;Vado Doble
-58.485488117658512;-34.642690815130031;499;OLIVERA;Hormigón;18.12;11-07-2007;Vado Doble
-58.485294230155297;-34.642637981686704;4299;RODO JOSE E;Hormigón;16.25;11-07-2007;Vado Doble
-58.489897100622798;-34.634298194271693;4501;FLORES VENANCIO GRAL;Hormigón;15.68;11-07-2007;Vado Doble
-58.456567127524011;-34.635739121942898;2327;FERNANDEZ MORENO BALDOMERO;Hormigón;4.28;29-08-2007;Vado Simple
-58.4565982392809;-34.635944943034289;2324;FERNANDEZ MORENO BALDOMERO;Hormigón;3.98;29-08-2007;Vado Simple
-58.456524522779148;-34.635875881455917;2316;FERNANDEZ MORENO BALDOMERO;Hormigón;4.12;29-08-2007;Vado Simple
-58.4564770282974;-34.635675475812171;2317;FERNANDEZ MORENO BALDOMERO;Hormigón;4.29;29-08-2007;Vado Simple
-58.456758789455876;-34.635932764278238;2335;FERNANDEZ MORENO BALDOMERO;Hormigón;4.35;29-08-2007;Vado Simple
-58.456757139801525;-34.636092545145075;2334;FERNANDEZ MORENO BALDOMERO;Hormigón;4.24;29-08-2007;Vado Simple
-58.45698156633501;-34.63631462430223;2344;FERNANDEZ MORENO BALDOMERO;Hormigón;4.28;29-08-2007;Vado Simple
-58.456904586128495;-34.636051929966129;2339;FERNANDEZ MORENO BALDOMERO;Hormigón;4.28;29-08-2007;Vado Simple
-58.457428798851709;-34.63653535879574;695;BIALET MASSE;Hormigón;10.47;29-08-2007;Vado Doble
-58.457301021350382;-34.636418902694338;2355;FERNANDEZ MORENO BALDOMERO;Hormigón;14.44;29-08-2007;Vado Doble
-58.457235482300696;-34.636546182893149;2356;FERNANDEZ MORENO BALDOMERO;Hormigón;17.31;29-08-2007;Vado Doble
-58.456376162635763;-34.635541753861567;699;BONORINO ESTEBAN CNEL;Hormigón;4.74;29-08-2007;Vado Simple
-58.456264762661426;-34.635528207275357;2299;FERNANDEZ MORENO BALDOMERO;Hormigón;17.07;29-08-2007;Vado Doble
-58.456177925764727;-34.635651423571147;702;BONORINO ESTEBAN CNEL;Hormigón;4.48;29-08-2007;Vado Simple
-58.456153356978291;-34.635587780687047;2298;FERNANDEZ MORENO BALDOMERO;Hormigón;4.43;29-08-2007;Vado Simple
-58.456304068085316;-34.635692052528348;2302;FERNANDEZ MORENO BALDOMERO;Hormigón;22.85;29-08-2007;Vado Doble
-58.482178891169198;-34.643345139226319;4214;DIRECTORIO;Hormigón;2.71;29-08-2007;Vado Simple
-58.482073271249781;-34.643260526414558;4210;DIRECTORIO;Hormigón;3.99;29-08-2007;Vado Simple
-58.481986853385976;-34.643183844503369;4202;DIRECTORIO;Hormigón;4.33;29-08-2007;Vado Simple
-58.481945250929243;-34.643173272370959;4200;DIRECTORIO;Hormigón;2.58;29-08-2007;Vado Simple
-58.482153222555027;-34.643051584268143;4101;DIRECTORIO;Hormigón;20.74;29-08-2007;Vado Doble
-58.466353863648948;-34.637789891245184;602;SAN PEDRITO;Hormigón;17.91;29-08-2007;Vado Doble
-58.466397695882101;-34.637669546512718;598;SAN PEDRITO;Hormigón;19.56;29-08-2007;Vado Doble
-58.494203998829185;-34.64169873127652;399;HOMERO;Hormigón;15.21;17-09-2007;Vado Doble
-58.461838617570066;-34.634817234363389;2501;TANDIL;Hormigón;3.86;17-09-2007;Vado Simple
-58.461803256745867;-34.634921614070805;2502;TANDIL;Hormigón;4.49;17-09-2007;Vado Simple
-58.464681948252128;-34.642210142470631;3202;FERNANDEZ MORENO BALDOMERO;Hormigón;17.78;17-09-2007;Vado Doble
-58.464554387814722;-34.64213707859097;902;QUIRNO;Hormigón;17.89;17-09-2007;Vado Doble
-58.464786771691578;-34.642125593053876;899;QUIRNO;Hormigón;18.70;17-09-2007;Vado Doble
-58.46466931506415;-34.64205774811208;898;QUIRNO;Hormigón;16.48;17-09-2007;Vado Doble
-58.466614708854188;-34.637847630284519;601;SAN PEDRITO;Hormigón;24.74;17-09-2007;Vado Doble
-58.466660167869854;-34.637740117507448;599;SAN PEDRITO;Hormigón;18.84;17-09-2007;Vado Doble
-58.458729381948629;-34.637965456964274;2498;FERNANDEZ MORENO BALDOMERO;Hormigón;16.89;17-09-2007;Vado Doble
-58.458849352312029;-34.638064621723963;2502;FERNANDEZ MORENO BALDOMERO;Hormigón;17.07;17-09-2007;Vado Doble
-58.460969920519425;-34.616561044842292;1999;NEUQUEN;Hormigón;16.57;17-09-2007;Vado Doble
-58.461046933910026;-34.616731185757473;2002;NEUQUEN;Hormigón;14.23;17-09-2007;Vado Doble
-58.46110375214915;-34.616601754974269;2001;NEUQUEN;Hormigón;14.87;17-09-2007;Vado Doble
-58.496533464988282;-34.631497212422886;4799;MORON;Hormigón;18.41;17-09-2007;Vado Doble
-58.49669512330491;-34.631547269879952;602;CERVANTES;Hormigón;19.50;17-09-2007;Vado Doble
-58.457882391887352;-34.637147240467868;2398;FERNANDEZ MORENO BALDOMERO;Hormigón;16.38;17-09-2007;Vado Doble
-58.45797458782129;-34.637049126946287;2399;FERNANDEZ MORENO BALDOMERO;Hormigón;14.77;17-09-2007;Vado Doble
-58.458078139835465;-34.637124284459816;2401;FERNANDEZ MORENO BALDOMERO;Hormigón;16.04;17-09-2007;Vado Doble
-58.498136154427414;-34.632302322874395;599;CALDERON DE LA BARCA PEDRO;Hormigón;16.69;17-09-2007;Vado Doble
-58.498292760910907;-34.632345073074319;598;CALDERON DE LA BARCA PEDRO;Hormigón;16.75;17-09-2007;Vado Doble
-58.498432891056893;-34.632247958702564;4901;MORON;Hormigón;14.01;17-09-2007;Vado Doble
-58.460645749116075;-34.617582598367193;802;TERRERO;Hormigón;13.05;17-09-2007;Vado Doble
-58.460532117925865;-34.617525187258444;801;TERRERO;Hormigón;13.65;17-09-2007;Vado Doble
-58.460486661281927;-34.617660880777862;1898;PAEZ;Hormigón;15.81;17-09-2007;Vado Doble
-58.460639432319844;-34.617739168646239;1902;PAEZ;Hormigón;15.53;17-09-2007;Vado Doble
-58.46167297675057;-34.618040137224781;801;LAMAS ANDRES;Hormigón;15.97;17-09-2007;Vado Doble
-58.461718427959561;-34.61821967162728;2002;PAEZ;Hormigón;16.24;17-09-2007;Vado Doble
-58.461799235325962;-34.618100678767405;2001;PAEZ;Hormigón;14.13;17-09-2007;Vado Doble
-58.496405752075773;-34.631597329018156;4798;MORON;Hormigón;15.19;17-09-2007;Vado Doble
-58.471055299779835;-34.620368576980454;999;CONDARCO;Hormigón;14.28;17-09-2007;Vado Doble
-58.471102005848337;-34.620257930748615;1001;CONDARCO;Hormigón;14.84;17-09-2007;Vado Doble
-58.461175160375809;-34.61898142930071;702;LAMAS ANDRES;Hormigón;7.52;17-09-2007;Vado Doble
-58.461052688551149;-34.618930281393304;1949;VALLESE FELIPE;Hormigón;8.64;17-09-2007;Vado Doble
-58.459476381380966;-34.617058806448618;1801;PAEZ;Hormigón;14.55;17-09-2007;Vado Doble
-58.496551910427939;-34.63164778029266;4802;MORON;Hormigón;19.08;17-09-2007;Vado Doble
-58.46029315089806;-34.618718272798127;1902;VALLESE FELIPE;Hormigón;16.39;17-09-2007;Vado Doble
-58.460317143747595;-34.618599279795603;1901;VALLESE FELIPE;Hormigón;18.97;17-09-2007;Vado Doble
-58.494190161312041;-34.641826106927098;401;HOMERO;Hormigón;15.38;17-09-2007;Vado Doble
-58.471187159020836;-34.620403673898799;2702;NEUQUEN;Hormigón;14.85;17-09-2007;Vado Doble
-58.459839455984813;-34.619834172616429;602;TERRERO;Hormigón;13.55;17-09-2007;Vado Doble
-58.459719509673413;-34.61976319119497;1899;MENDES DE ANDES;Hormigón;14.07;17-09-2007;Vado Doble
-58.45967152615561;-34.619873833046448;1898;MENDES DE ANDES;Hormigón;17.28;17-09-2007;Vado Doble
-58.459778847544293;-34.619911412542329;1902;MENDES DE ANDES;Hormigón;17.44;17-09-2007;Vado Doble
-58.462175351368501;-34.616929015249134;2099;NEUQUEN;Hormigón;16.07;17-09-2007;Vado Doble
-58.462314234486591;-34.616968680269679;2101;NEUQUEN;Hormigón;18.10;17-09-2007;Vado Doble
-58.462258680415772;-34.617105418232107;2102;NEUQUEN;Hormigón;17.53;17-09-2007;Vado Doble
-58.462117271926687;-34.617067840742521;2098;NEUQUEN;Hormigón;13.74;17-09-2007;Vado Doble
-58.459435650434393;-34.617193294695483;798;TRELLES MANUEL R;Hormigón;14.68;17-09-2007;Vado Doble
-58.459295506841016;-34.617126487495;1798;PAEZ;Hormigón;13.13;17-09-2007;Vado Doble
-58.459358640616088;-34.617005408130595;1799;PAEZ;Hormigón;13.48;17-09-2007;Vado Doble
-58.460142870115725;-34.618652481135989;1898;VALLESE FELIPE;Hormigón;16.30;17-09-2007;Vado Doble
-58.46017443901232;-34.618525137899425;1899;VALLESE FELIPE;Hormigón;17.47;17-09-2007;Vado Doble
-58.454719773798345;-34.636156507337382;2201;PRIMERA JUNTA;Hormigón;11.98;17-09-2007;Vado Doble
-58.454599804400416;-34.636126229246031;798;CAMACUA;Hormigón;13.44;17-09-2007;Vado Doble
-58.454674300139125;-34.636265059490015;2202;PRIMERA JUNTA;Hormigón;13.44;17-09-2007;Vado Doble
-58.453667522069232;-34.635829420524033;799;LAUTARO;Hormigón;14.01;17-09-2007;Vado Doble
-58.453541240250829;-34.635789746727092;798;LAUTARO;Hormigón;13.28;17-09-2007;Vado Doble
-58.4534932413763;-34.635881597465065;2098;PRIMERA JUNTA;Hormigón;14.17;17-09-2007;Vado Doble
-58.45362583580809;-34.635937972571917;2102;PRIMERA JUNTA;Hormigón;14.97;17-09-2007;Vado Doble
-58.457653248243894;-34.636921552375412;2376;FERNANDEZ MORENO BALDOMERO;Hormigón;4.33;17-09-2007;Vado Simple
-58.457727753830561;-34.636992533785609;2384;FERNANDEZ MORENO BALDOMERO;Hormigón;14.20;17-09-2007;Vado Doble
-58.457745442459917;-34.63685266540331;2375;FERNANDEZ MORENO BALDOMERO;Hormigón;4.28;17-09-2007;Vado Simple
-58.457822474370268;-34.636914252665598;2389;FERNANDEZ MORENO BALDOMERO;Hormigón;14.48;17-09-2007;Vado Doble
-58.457452461828225;-34.636743054223977;702;CRANWELL;Hormigón;5.13;17-09-2007;Vado Simple
-58.457545919726712;-34.636660598063962;2361;FERNANDEZ MORENO BALDOMERO;Hormigón;4.51;17-09-2007;Vado Simple
-58.457621688245808;-34.636725316799506;2367;FERNANDEZ MORENO BALDOMERO;Hormigón;4.69;17-09-2007;Vado Simple
-58.45574096852426;-34.638551663859104;902;ROBERTSON;Hormigón;3.06;17-09-2007;Vado Simple
-58.458855052717418;-34.618063606174125;1798;VALLESE FELIPE;Hormigón;16.94;17-09-2007;Vado Doble
-58.461593726633673;-34.618167179091039;1998;PAEZ;Hormigón;16.33;17-09-2007;Vado Doble
-58.458898160990401;-34.617945761818447;1799;VALLESE FELIPE;Hormigón;15.83;17-09-2007;Vado Doble
-58.459002947978647;-34.618127386675035;1802;VALLESE FELIPE;Hormigón;16.71;17-09-2007;Vado Doble
-58.45627718095426;-34.639139231411036;2410;RECUERO CASIMIRO TTE CNEL;Hormigón;4.12;17-09-2007;Vado Simple
-58.456462813852312;-34.639341738027007;2438;RECUERO CASIMIRO TTE CNEL;Hormigón;4.12;17-09-2007;Vado Simple
-58.456518376227493;-34.639421069568336;2484;RECUERO CASIMIRO TTE CNEL;Hormigón;4.19;17-09-2007;Vado Simple
-58.456057472096823;-34.638992076539367;901;RIVERA INDARTE;Hormigón;4.20;17-09-2007;Vado Simple
-58.456168608153035;-34.638992082541755;2402;RECUERO CASIMIRO TTE CNEL;Hormigón;4.35;17-09-2007;Vado Simple
-58.456036013067937;-34.638861600503049;902;RIVERA INDARTE;Hormigón;23.69;17-09-2007;Vado Doble
-58.458842048095242;-34.637875335643415;798;PEDERNERA;Hormigón;14.93;17-09-2007;Vado Doble
-58.45894054893003;-34.637981806227472;799;PEDERNERA;Hormigón;16.48;17-09-2007;Vado Doble
-58.456804848619697;-34.639532795371068;2499;RECUERO CASIMIRO TTE CNEL;Hormigón;19.27;17-09-2007;Vado Doble
-58.456703808574268;-34.639624644740863;2498;RECUERO CASIMIRO TTE CNEL;Hormigón;15.29;17-09-2007;Vado Doble
-58.456789678201893;-34.639749904787934;2502;RECUERO CASIMIRO TTE CNEL;Hormigón;21.57;17-09-2007;Vado Doble
-58.456898296187006;-34.639652836715626;2501;RECUERO CASIMIRO TTE CNEL;Hormigón;17.49;17-09-2007;Vado Doble
-58.45630601927045;-34.639230068573106;901;CARRIEGO EVARISTO;Hormigón;4.53;17-09-2007;Vado Simple
-58.481412946236503;-34.631281797841439;3802;BACACAY;Hormigón;14.63;17-09-2007;Vado Doble
-58.481282870662973;-34.631246328520753;3798;BACACAY;Hormigón;13.76;17-09-2007;Vado Doble
-58.479868886550904;-34.630887941583573;3698;BACACAY;Hormigón;17.74;17-09-2007;Vado Doble
-58.479919375379403;-34.630778335435075;3699;BACACAY;Hormigón;16.15;17-09-2007;Vado Doble
-58.461177446206605;-34.632430515176296;302;RIVERA INDARTE;Hormigón;19.23;17-09-2007;Vado Doble
-58.461211543706405;-34.632339704992965;298;RIVERA INDARTE;Hormigón;9.92;17-09-2007;Vado Doble
-58.461318312185291;-34.632371464677092;2401;BONIFACIO JOSE;Hormigón;11.27;17-09-2007;Vado Doble
-58.462582620190155;-34.632760754818527;298;PEDERNERA;Hormigón;9.31;17-09-2007;Vado Doble
-58.462544735568009;-34.632848433974218;2498;BONIFACIO JOSE;Hormigón;15.57;17-09-2007;Vado Doble
-58.462660914683482;-34.632877660465844;301;PEDERNERA;Hormigón;15.20;17-09-2007;Vado Doble
-58.489141637989412;-34.637107748505017;101;CARRERAS SANTIAGO DE LAS;Hormigón;4.39;17-09-2007;Vado Simple
-58.489228761160625;-34.637058671022913;4402;FALCON RAMON L CNEL;Hormigón;4.26;17-09-2007;Vado Simple
-58.497188546113669;-34.633495486641038;5099;SARACHAGA;Hormigón;18.39;17-09-2007;Vado Doble
-58.492328594376268;-34.642831610571811;4798;CASTRO EMILIO;Hormigón;16.24;17-09-2007;Vado Doble
-58.492361391025774;-34.642717828593639;4799;CASTRO EMILIO;Hormigón;16.15;17-09-2007;Vado Doble
-58.488731637075368;-34.638367819864079;202;CARRERAS SANTIAGO DE LAS;Hormigón;19.85;17-09-2007;Vado Doble
-58.488758120760778;-34.638248821123014;198;CARRERAS SANTIAGO DE LAS;Hormigón;19.69;17-09-2007;Vado Doble
-58.488897050409037;-34.638283236727283;195;CARRERAS SANTIAGO DE LAS;Hormigón;21.21;17-09-2007;Vado Doble
-58.456212833895954;-34.638882385638695;2401;RECUERO CASIMIRO TTE CNEL;Hormigón;17.15;17-09-2007;Vado Doble
-58.456609414423596;-34.638507682259892;859;RIVERA INDARTE;Hormigón;22.19;17-09-2007;Vado Doble
-58.457971667378942;-34.637242171402121;2402;FERNANDEZ MORENO BALDOMERO;Hormigón;12.50;17-09-2007;Vado Doble
-58.464917400183168;-34.639689192177379;754;SAN PEDRITO;Hormigón;3.44;22-10-2007;Vado Simple
-58.465274717282718;-34.639705591868221;749;SAN PEDRITO;Hormigón;16.29;22-10-2007;Vado Doble
-58.471228213690232;-34.62030034076254;1002;CONDARCO;Hormigón;11.10;22-10-2007;Vado Doble
-58.463121460978286;-34.621446004158102;695;GAVILAN;Hormigón;13.59;22-10-2007;Vado Doble
-58.463133864576477;-34.621347563553783;2199;MENDEZ DE ANDES;Hormigón;16.38;22-10-2007;Vado Doble
-58.463275271566417;-34.621390630714473;2201;MENDEZ DE ANDES;Hormigón;16.45;22-10-2007;Vado Doble
-58.463225655816871;-34.621495224033438;2202;MENDEZ DE ANDES;Hormigón;12.50;22-10-2007;Vado Doble
-58.473838530809374;-34.636320457156195;3399;BONIFACIO JOSE;Hormigón;16.12;22-10-2007;Vado Doble
-58.472927866075523;-34.635990351677954;3301;BONIFACIO JOSE;Hormigón;18.20;22-10-2007;Vado Doble
-58.451117465932477;-34.632861070134744;702;DAVILA;Hormigón;15.91;22-10-2007;Vado Doble
-58.450807189575407;-34.633779817038118;1801;FERNANDEZ MORENO BALDOMERO;Hormigón;17.52;22-10-2007;Vado Doble
-58.450683136031067;-34.633738788062054;1799;FERNANDEZ MORENO BALDOMERO;Hormigón;15.41;22-10-2007;Vado Doble
-58.449360727852593;-34.633332584102689;1701;FERNANDEZ MORENO BALDOMERO;Hormigón;12.35;22-10-2007;Vado Doble
-58.450196998280177;-34.63257181064369;701;CURAPALIGUE;Hormigón;3.94;22-10-2007;Vado Simple
-58.45025654718232;-34.63256361336849;1702;LAFERRERE GREGORIO DE;Hormigón;4.28;22-10-2007;Vado Simple
-58.450072282930627;-34.632534615031325;1698;LAFERRERE GREGORIO DE;Hormigón;15.82;22-11-2007;Vado Doble
-58.450188632714479;-34.632442165916636;698;CURAPALIGUE;Hormigón;17.26;22-11-2007;Vado Doble
-58.450322861354607;-34.632475465609566;699;CURAPALIGUE;Hormigón;16.74;22-11-2007;Vado Doble
-58.449096151306968;-34.63339028399794;1698;FERNANDEZ MORENO BALDOMERO;Hormigón;19.73;22-11-2007;Vado Doble
-58.451294870307372;-34.632794999558378;699;DAVILA;Hormigón;13.06;22-11-2007;Vado Doble
-58.450762128022937;-34.633880783518535;1802;FERNANDEZ MORENO BALDOMERO;Hormigón;14.62;22-11-2007;Vado Doble
-58.461280769366255;-34.632462339823377;2402;BONIFACIO JOSE JUAN;Hormigón;16.37;22-11-2007;Vado Doble
-58.489034025147674;-34.637033238588302;102;CARRERAS SANTIAGO DE LAS;Hormigón;18.65;22-11-2007;Vado Doble
-58.459206018338932;-34.619690443439005;598;CALCENA;Hormigón;4.05;22-11-2007;Vado Simple
-58.459127973340948;-34.619661585844774;599;CALCENA;Hormigón;3.83;22-11-2007;Vado Simple
-58.482654217228969;-34.631598290587945;199;CHIVILCOY;Hormigón;15.93;22-11-2007;Vado Doble
-58.482772116933674;-34.63162733452161;198;CHIVILCOY;Hormigón;16.23;22-11-2007;Vado Doble
-58.482693490187252;-34.631495707877733;201;CHIVILCOY;Hormigón;13.47;22-11-2007;Vado Doble
-58.482821731629443;-34.631526459672948;202;CHIVILCOY;Hormigón;15.46;22-11-2007;Vado Doble
-58.451161209485861;-34.632754040639838;698;DAVILA;Hormigón;13.43;22-11-2007;Vado Doble
-58.449243290138327;-34.633285097319131;798;CURAPALIGUE;Hormigón;17.67;22-11-2007;Vado Doble
-58.493496405171861;-34.629210285487112;698;GOMEZ DE FONSECA;Hormigón;5.00;22-11-2007;Vado Simple
-58.449307577169428;-34.63342029565483;1702;MORENO F.;Hormigón;8.66;19-12-2007;Vado Simple
-58.450786483563306;-34.636044444439577;900;PUMACAHUA;Hormigón;15.11;19-12-2007;Vado Doble
-58.450727009204719;-34.63614740967801;902;PUMACAHUA;Hormigón;5.54;19-12-2007;Vado Simple
-58.450854416720254;-34.636189546643855;901;PUMACAHUA;Hormigón;4.35;19-12-2007;Vado Simple
-58.450905397386627;-34.636081900020066;1901;RECUERO;Hormigón;14.75;19-12-2007;Vado Doble
-58.477425252230887;-34.637747649616678;3798;BONIFACIO JOSE;Hormigón;21.76;19-12-2007;Vado Doble
-58.476946702136907;-34.637558146140528;3702;BONIFACIO JOSE;Hormigón;21.64;19-12-2007;Vado Doble
-58.476989157166386;-34.637459850637427;3701;BONIFACIO JOSE;Hormigón;18.39;19-12-2007;Vado Doble
-58.477609306705318;-34.637799112772484;401;ACOSTA MARIANO;Hormigón;22.42;19-12-2007;Vado Doble
-58.476793793843143;-34.63750199788565;3700;BONIFACIO JOSE;Hormigón;17.75;19-12-2007;Vado Doble
-58.477575306116854;-34.637670403131331;398;ACOSTA MARIANO;Hormigón;14.37;19-12-2007;Vado Doble
-58.488536890068708;-34.643108061574225;599;MORETO;Hormigón;13.62;15-01-2008;Vado Doble
-58.48963898512757;-34.642269917201688;4502;ALBERDI JUAN BAUTISTA;Hormigón;4.62;15-01-2008;Vado Simple
-58.489550247146163;-34.642274337199659;501;MORETO;Hormigón;2.55;15-01-2008;Vado Simple
-58.455102266659665;-34.623543124351514;1702;BACACAY;Hormigón;13.96;08-01-2008;Vado Doble
-58.455143683489659;-34.623437902319708;1701;BACACAY;Hormigón;14.57;08-01-2008;Vado Doble
-58.488326209506631;-34.643106570053192;602;MORETO;Hormigón;9.93;01-02-2008;Vado Doble
-58.488439046162405;-34.643020070482173;598;MORETO;Hormigón;9.92;01-02-2008;Vado Doble
-58.48942445859894;-34.642166239124563;4498;ALBERDI JUAN BAUTISTA;Hormigón;3.57;01-02-2008;Vado Simple
-58.489444467680393;-34.642238135982048;502;MORETO;Hormigón;3.29;01-02-2008;Vado Simple
-58.460155934610299;-34.622787729056448;398;FRAY LUIS BELTRAN;Hormigón;4.20;01-02-2008;Vado Simple
-58.474968557182954;-34.636849957621457;401;DOLORES;Hormigón;13.62;10-03-2008;Vado Doble
-58.474809105211285;-34.636796752850557;402;DOLORES;Hormigón;13.92;10-03-2008;Vado Doble
-58.475009934884646;-34.636738443400326;399;DOLORES;Hormigón;16.77;10-03-2008;Vado Doble
-58.478474369024454;-34.651120312719897;1498;MORETO;Hormigón;22.65;10-03-2008;Vado Doble
-58.479608887774056;-34.650220479362289;1402;MORETO;Hormigón;23.65;10-03-2008;Vado Doble
-58.47532100489866;-34.645013132113718;1101;LACARRA;Hormigón;3.84;10-03-2008;Vado Simple
-58.477904689471707;-34.650641774926768;1499;AMEGHINO FLORENTINO;Hormigón;4.64;10-03-2008;Vado Simple
-58.48728363441699;-34.62787659478925;4101;MORON;Hormigón;6.31;13-03-2008;Vado Doble
-58.487977847209493;-34.628059351919326;4151;MORON;Hormigón;3.12;13-03-2008;Vado Simple
-58.487945305798071;-34.628050393020622;4149;MORON;Hormigón;2.85;13-03-2008;Vado Simple
-58.479032215217046;-34.649738070462867;1401;AMEGHINO FLORENTINO;Hormigón;21.34;09-04-2008;Vado Doble
-58.467972814758937;-34.627703997573455;298;CONDARCO;Hormigón;14.94;09-04-2008;Vado Doble
-58.48111438781212;-34.640468628352856;601;LACARRA;Hormigón;14.99;08-05-2008;Vado Doble
-58.481209206805822;-34.640397678605872;501;LACARRA;Hormigón;20.73;08-05-2008;Vado Doble
-58.462145210046884;-34.630143077066819;2398;FALCON RAMON;Hormigón;13.10;08-05-2008;Vado Doble
-58.480961111870904;-34.64038959180526;602;LACARRA;Hormigón;14.08;08-05-2008;Vado Doble
-58.453256848508573;-34.631259424902133;1802;DIRECTORIO;Hormigón;17.73;08-05-2008;Vado Doble
-58.453203740993082;-34.631012975875905;1799;DIRECTORIO;Hormigón;15.77;08-05-2008;Vado Doble
-58.453354285936861;-34.631061788475506;399;PUMACAHUA;Hormigón;19.21;08-05-2008;Vado Doble
-58.458919570917594;-34.624912326797428;1998;BACACAY;Hormigón;13.08;08-05-2008;Vado Doble
-58.45904797013835;-34.62495869167887;2002;BACACAY;Hormigón;14.50;08-05-2008;Vado Doble
-58.459101106092476;-34.62485743113961;2001;BACACAY;Hormigón;14.76;08-05-2008;Vado Doble
-58.460058709294927;-34.622768669593007;2020;AVELLANEDA;Hormigón;3.95;08-05-2008;Vado Simple
-58.458979099641269;-34.624816404322559;201;FRAY LUIS BELTRAN;Hormigón;15.33;08-05-2008;Vado Doble
-58.460253504081415;-34.622775874040045;2030;AVELLANEDA;Hormigón;3.64;08-05-2008;Vado Simple
-58.465865263132606;-34.632579288437967;2702;ALBERDI JUAN BAUTISTA;Hormigón;4.86;08-05-2008;Vado Simple
-58.4657929394387;-34.632603690773138;201;CULPINA;Hormigón;4.71;08-05-2008;Vado Simple
-58.465655666971827;-34.632510972353373;2698;ALBERDI JUAN BAUTISTA;Hormigón;4.73;08-05-2008;Vado Simple
-58.465702901742674;-34.632578072519394;202;CULPINA;Hormigón;4.80;08-05-2008;Vado Simple
-58.46570141988613;-34.632415809363138;2699;ALBERDI JUAN BAUTISTA;Hormigón;4.98;08-05-2008;Vado Simple
-58.465789979451287;-34.632388966623182;198;CULPINA;Hormigón;4.39;08-05-2008;Vado Simple
-58.465881493211945;-34.632420684895095;199;CULPINA;Hormigón;4.97;08-05-2008;Vado Simple
-58.465902159641089;-34.632480465530996;2701;ALBERDI JUAN BAUTISTA;Hormigón;4.63;08-05-2008;Vado Simple
-58.473664855284916;-34.640919729852037;899;ACOSTA MARIANO;Hormigón;24.50;14-05-2008;Vado Doble
-58.474669392548492;-34.640127655993744;801;ACOSTA MARIANO;Hormigón;23.05;14-05-2008;Vado Doble
-58.473534813818979;-34.640858895764261;898;ACOSTA MARIANO;Hormigón;23.22;14-05-2008;Vado Doble
-58.474488915452937;-34.640050154602932;3598;REMEDIOS;Hormigón;4.72;14-05-2008;Vado Simple
-58.474507079878485;-34.640108509227254;802;ACOSTA MARIANO;Hormigón;5.50;14-05-2008;Vado Simple
-58.474654328148254;-34.639980110842828;798;ACOSTA MARIANO;Hormigón;20.56;14-05-2008;Vado Doble
-58.474781429829754;-34.640040122025454;799;ACOSTA MARIANO;Hormigón;26.53;14-05-2008;Vado Doble
-58.476086497127525;-34.639054596491043;3702;DIRECTORIO;Hormigón;3.90;14-05-2008;Vado Simple
-58.475997735031285;-34.63905627352689;601;ACOSTA MARIANO;Hormigón;5.93;14-05-2008;Vado Simple
-58.47662703329847;-34.638412615626486;498;ACOSTA MARIANO;Hormigón;6.56;14-05-2008;Vado Simple
-58.487844341954535;-34.626826679206502;4602;GAONA;Hormigón;4.56;23-06-2008;Vado Simple
-58.487745531380732;-34.626848195504536;798;GUALEGUAYCHU;Hormigón;5.50;23-06-2008;Vado Simple
-58.480881211253354;-34.636518978013157;198;MARTINEZ CASTRO;Hormigón;5.46;04-06-2008;Vado Simple
-58.479845179587713;-34.636079976803771;199;ACOSTA MARIANO;Hormigón;28.39;04-06-2008;Vado Doble
